epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,3,0.020206373184919357,0.7787036763088342,0.7541116613095165,0.7586213903051987,2.863025337457657,3.908810086250305,2.530756090283394,3.5207814979553222,3.2058432529866696,0.020082286003635486
50,3,0.020428352057933807,0.8133238232098953,0.7729251811250494,0.782022186795551,2.220370800495148,3.4942658615112303,2.2321691733598708,2.7302566623687743,2.669265624433756,0.03130163641434425
100,3,0.015416616573929787,0.8280453016513504,0.7735208448309554,0.7856295684622723,2.226780603528023,3.2705072212219237,2.1240268832445146,2.707272267341614,2.5821467438340187,0.0424157331890781
200,3,0.013869451358914375,0.8473233851477998,0.7770901418382552,0.790667139294885,2.195494663119316,3.016918616294861,2.1230825710296632,2.6823618841171264,2.5044644336402415,0.056656245852914844
