epoca,semilla,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha,caja
0,0,0.26985543348447705,0.23366513521346285,0.2479490042481713,16.653499999999998,16.385625,20.54395625,20.6835875,18.566667187500002,0.021906429236305758,[37.127, 94.763, 39.367, 85.802]
