epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,9,0.0342177078127861,0.7679138465637574,0.7691555611765751,0.7645582833891672,2.69824041724205,4.795022621154785,1.945860012769699,2.7551282596588136,3.048562827706337,0.0033555631745901815
50,9,0.022528519853949547,0.8048473274722854,0.7830373508862958,0.7855979632823491,2.0594373762607576,3.9568341255187987,1.8728526329994202,2.6904357051849366,2.6448899599909783,0.01924936418993628
100,9,0.015893111005425453,0.8296835905004663,0.7970067989536522,0.8075865247965214,1.9875240576267243,2.8139097833633424,1.828156623840332,2.4421224546432496,2.267928229868412,0.022097065703944874
200,9,0.015123656019568443,0.8517163132444691,0.8135843705050871,0.8222329610718478,1.9987462031841279,2.0936894989013672,1.6440771335363389,2.341742825508118,2.019563915282488,0.029483352172621213
