epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,4,0.022952336817979813,0.7730326735439749,0.767654664074384,0.7706913385566828,2.284201343655586,4.692467803955078,2.072896812558174,2.599575929641724,2.9122854724526404,0.002341334987292054
50,4,0.01867559552192688,0.8121106604211417,0.7925031285690534,0.8029343219711852,1.955882939696312,2.881552505493164,2.044450681209564,2.285560219287872,2.291861586421728,0.009176338449956467
100,4,0.016133079305291176,0.8326585647704963,0.7949394046698941,0.8096169912209967,1.8918429619073869,2.695876235961914,2.0598332101106642,2.2059337091445923,2.2133715292811393,0.02304157354949954
200,4,0.014352354221045971,0.8444285324506182,0.8055242046297587,0.8171879767016935,1.86676429271698,2.4141049671173094,2.0461677032709122,2.069079933166504,2.0990292240679262,0.0272405557489247
