epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,5,0.023166978731751442,0.7901958612511794,0.7718366260209139,0.7757063133197184,2.3848541665077208,4.699706735610962,1.9877696228027344,2.6261055874824524,2.9246090281009676,0.014489547931460955
50,5,0.018356814980506897,0.8216691060647254,0.7845776425027295,0.7934667767180437,1.9937812781333923,3.928869228363037,1.8911864179372788,2.474804410934448,2.572160333842039,0.028202329346681765
100,5,0.016624966636300087,0.8320058484183077,0.7920818390198535,0.8028469056829148,1.9713172656297684,3.223419542312622,1.802748011946678,2.445162284374237,2.3606617760658266,0.02915894273539288
200,5,0.01412304025143385,0.8572195603234009,0.80855133102116,0.8173554359214434,1.9473445975780488,2.7498727941513064,1.4285632598400115,2.377577173709869,2.125839456319809,0.03986412440195741
