epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,9,0.028360266238451004,0.7638551050831119,0.7488878403084062,0.7418940699732011,2.4876240170001984,4.41174684047699,2.8614439022541047,4.421551642417907,3.5455916005373003,0.021961035109910876
50,9,0.018770532682538033,0.8121983430852421,0.7661291903104562,0.7706787176644831,1.9045188111066818,4.049387154579162,2.230365316271782,3.6013893127441405,2.9464151486754417,0.04151962542075893
100,9,0.0167497880756855,0.8285439744664341,0.7696610114181691,0.7793252543504954,1.798853236436844,3.790763111114502,2.1559528875350953,3.3028830790519716,2.762113078534603,0.04921872011593875
200,9,0.01604783907532692,0.843364701703775,0.7775041933912429,0.7888072660048567,1.7695968908071518,3.546554970741272,2.0089870250225066,3.1059859728813173,2.6077812148630617,0.054557435698918244
