epoca,semilla,train_loss,iou_train,iou_monitor,iou_eval,mae_izq,mae_der,mae_sup,mae_inf,mae_medio,brecha
25,9,0.029098276048898697,0.78944765474971,0.7693801081809477,0.7636139964506135,2.467553949356079,4.971612601280213,2.054415975213051,2.825576002597809,3.0797896321117877,0.025833658299096562
50,9,0.021005498245358467,0.8062407517601144,0.7808739298686105,0.7785279771153922,2.055320597887039,4.3920129299163815,1.9041036373376847,2.741085822582245,2.7731307469308377,0.027712774644722216
100,9,0.018333235755562782,0.8251274025715155,0.7935043730023621,0.7959126059500111,1.9648811757564544,3.4595256423950196,1.8581400924921037,2.5926575326919554,2.4688011108338834,0.02921479662150439
200,9,0.015847787261009216,0.8496772059515574,0.8060028620474654,0.8130132560509756,1.9831723868846893,2.500652289390564,1.7306719100475312,2.495181667804718,2.177419563531876,0.03666394990058175
